City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,port mathurin,-19.6833,63.4167,26.58,82,100,6.88,MU,1712098236
294,magadan,59.5667,150.8,-6.47,63,1,2.55,RU,1712098760
295,st. john's,47.5649,-52.7093,1.65,91,100,11.18,CA,1712098128
296,kasongo-lunda,-6.4667,16.8167,21.54,94,100,0.24,CD,1712098762
297,carutapera,-1.195,-46.02,25.73,93,70,2.63,BR,1712098762
298,nagqu,31.5,92.0,-3.08,52,93,2.72,CN,1712098364
299,rayon,19.1444,-99.5836,25.43,20,71,4.96,MX,1712098764
300,beitbridge,-22.2167,30.0,21.77,56,86,3.36,ZW,1712098764
301,galich,58.3797,42.3475,8.84,97,100,3.11,RU,1712098765
302,chibougamau,49.9168,-74.3659,2.79,41,0,4.63,CA,1712098766
303,usinsk,65.9939,57.5281,-19.96,93,23,4.92,RU,1712098312
304,lavrio,37.7145,24.0565,22.53,52,100,4.58,GR,1712098767
305,corn island,12.1694,-83.0418,28.02,68,31,4.41,NI,1712098768
306,ustka,54.5805,16.8619,3.69,95,100,7.15,PL,1712098575
307,constitucion,-35.3333,-72.4167,13.49,96,100,1.01,CL,1712098769
308,tatarsk,55.219,75.9828,0.32,93,100,3.3,RU,1712098770
309,angra do heroismo,38.65,-27.2167,17.34,90,40,8.94,PT,1712098487
310,gamay,12.3854,125.2979,26.12,84,85,2.2,PH,1712098771
311,raduzhny,62.0961,77.475,-0.38,95,100,7.51,RU,1712098772
312,detroit lakes,46.8172,-95.8453,4.49,71,100,8.75,US,1712098773
313,sandnessjoen,66.0217,12.6316,-8.71,67,11,5.1,NO,1712098773
314,kralendijk,12.15,-68.2667,28.99,70,40,8.23,BQ,1712098774
315,hami,42.8,93.45,6.34,42,23,0.69,CN,1712098335
316,sampit,-2.5333,112.95,24.01,99,83,0.8,ID,1712098775
317,prado,-17.3411,-39.2208,25.44,91,88,0.92,BR,1712098776
318,new norfolk,-42.7826,147.0587,11.62,68,58,1.36,AU,1712098358
319,sylt-ost,54.8833,8.35,3.05,87,75,3.6,DE,1712098777
320,fort bragg,35.139,-79.006,28.32,53,75,7.72,US,1712098148
321,mitu,1.1983,-70.1733,24.82,95,87,0.6,CO,1712098778
322,shanhaiguan,39.9988,119.7564,9.91,21,100,6.48,CN,1712098779
323,santa vitoria,-18.8386,-50.1214,23.73,83,86,1.65,BR,1712098780
324,le pouliguen,47.2697,-2.4278,11.11,95,100,8.78,FR,1712098781
325,geraldton,-28.7667,114.6,23.23,38,75,8.23,AU,1712098352
326,jalqani,12.4486,34.2186,30.14,17,91,2.83,SD,1712098782
327,pilar,-9.5972,-35.9567,26.96,87,95,1.76,BR,1712098315
328,kashgar,39.4547,75.9797,10.56,32,40,3.0,CN,1712098783
329,cabedelo,-6.9811,-34.8339,29.37,83,34,4.38,BR,1712098768
330,lerwick,60.1545,-1.1494,5.0,61,100,12.78,GB,1712098785
331,merizo village,13.2658,144.6691,28.54,84,99,7.91,GU,1712098785
332,bonthe,7.5264,-12.505,26.06,86,43,3.28,SL,1712098228
333,ati,13.2154,18.3353,29.09,11,100,4.5,TD,1712098787
334,novyy urengoy,66.0833,76.6333,-1.44,97,100,8.49,RU,1712098787
335,pamanukan,-6.2842,107.8106,25.91,88,73,1.4,ID,1712098788
336,lichinga,-13.3128,35.2406,16.24,94,92,2.17,MZ,1712098789
337,yaren,-0.5472,166.916,27.86,77,95,2.12,NR,1712098789
338,baidoa,3.1138,43.6498,24.99,80,42,3.76,SO,1712098790
339,basco,20.4487,121.9702,26.96,84,21,9.08,PH,1712098791
340,bamboo flat,11.7,92.7167,25.05,88,36,1.03,IN,1712098327
341,bobrov,51.0961,40.0333,15.61,57,99,7.23,RU,1712098792
342,fale old settlement,-9.3852,-171.2468,29.3,72,76,1.38,TK,1712098253
343,northam,51.0333,-4.2167,11.45,96,93,8.56,GB,1712098793
344,gobabis,-22.45,18.9667,17.49,87,100,3.79,NA,1712098521
345,ghanzi,-21.5667,21.7833,19.33,83,100,0.91,BW,1712098795
346,wynne,35.2245,-90.7868,17.48,63,25,8.28,US,1712098795
347,shimoda,34.6667,138.95,15.61,75,100,3.62,JP,1712098796
348,virginia,37.5481,-77.4467,21.92,79,75,2.06,US,1712098597
349,sitka,57.0531,-135.33,5.94,70,40,4.63,US,1712098235
350,antofagasta,-23.65,-70.4,20.6,77,20,1.63,CL,1712098798
351,luumaki,60.9262,27.5814,-0.94,95,100,6.58,FI,1712098798
352,saint-philippe,-21.3585,55.7679,24.77,83,94,6.98,RE,1712098765
353,lagos,6.5833,3.75,28.13,87,100,4.07,NG,1712098553
354,slatina,44.4333,24.3667,11.37,59,100,7.03,RO,1712098800
355,isla mujeres,21.2311,-86.731,28.98,82,43,7.26,MX,1712098801
356,cooper's town,26.8667,-77.5167,23.69,80,98,5.57,BS,1712098807
357,lata,40.1629,-8.3327,13.29,98,21,1.91,PT,1712098812
358,saint-pierre,-21.3393,55.4781,24.82,78,0,13.38,RE,1712098352
359,hirtshals,57.5881,9.9592,2.48,76,100,7.27,DK,1712098813
360,kill devil hills,36.0307,-75.676,23.0,78,0,6.69,US,1712098273
361,nuuk,64.1835,-51.7216,-0.66,74,18,4.12,GL,1712098756
362,kattivakkam,13.2167,80.3167,28.05,86,63,5.14,IN,1712098816
363,christchurch,-43.5333,172.6333,18.01,72,86,7.72,NZ,1712098238
364,chulakkurgan,43.765,69.1814,7.91,51,10,1.61,KZ,1712098817
365,kendari,-3.945,122.4989,24.88,96,100,1.98,ID,1712098818
366,puttalam,8.0362,79.8283,27.95,79,90,2.74,LK,1712098819
367,miyako,39.6367,141.9525,8.86,51,41,0.19,JP,1712098820
368,mazidagi,37.4775,40.4881,12.34,40,0,1.28,TR,1712098836
369,anloga,5.7947,0.8973,28.86,82,87,4.85,GH,1712098837
370,luderitz,-26.6481,15.1594,17.61,73,1,1.84,NA,1712098306
371,pinar del rio,22.4175,-83.6981,27.37,70,51,6.22,CU,1712098840
372,luanda,-8.8368,13.2343,28.0,88,0,2.06,AO,1712098658
373,neietsu,37.1845,128.4682,13.21,80,100,1.42,KR,1712098841
374,songea,-10.6833,35.65,17.26,96,38,0.95,TZ,1712098842
375,kavaratti,10.5669,72.642,28.45,74,79,2.43,IN,1712098843
376,ixtapa,20.7,-105.2,25.68,70,39,3.58,MX,1712098832
377,al jaradiyah,16.5795,42.9124,29.72,61,100,1.16,SA,1712098844
378,kudat,6.8837,116.8477,26.96,94,6,1.03,MY,1712098845
379,nadi,-17.8,177.4167,31.0,62,75,0.0,FJ,1712098846
380,kodinsk,58.6881,99.1844,-6.42,98,98,1.71,RU,1712098846
381,susuman,62.7833,148.1667,-18.34,79,8,1.34,RU,1712098302
382,chebba,35.2372,11.115,15.88,64,1,3.09,TN,1712098848
383,kone,-21.0595,164.8658,28.98,57,7,2.24,NC,1712098848
384,petropavlovsk-kamchatsky,53.0452,158.6483,2.33,44,0,1.0,RU,1712098261
385,horta,38.5333,-28.6333,15.39,81,99,11.61,PT,1712098768
386,dryden,49.7833,-92.7503,6.16,42,75,3.6,CA,1712098836
387,al bardiyah,31.7561,25.0865,18.83,54,0,0.99,LY,1712098851
388,touros,-5.1989,-35.4608,27.24,83,69,2.81,BR,1712098301
389,zabid,14.1951,43.3152,28.17,63,100,4.57,YE,1712098853
390,almeirim,-1.5233,-52.5817,25.04,94,98,1.16,BR,1712098854
391,iskushuban,10.2837,50.23,24.19,83,69,2.42,SO,1712098855
392,chiredzi,-21.05,31.6667,20.03,76,93,1.87,ZW,1712098856
393,goianesia,-15.3175,-49.1175,22.93,89,72,0.36,BR,1712098776
394,saynshand,44.8824,110.1163,0.18,49,39,6.31,MN,1712098857
395,choyr,46.3611,108.3611,-3.16,42,3,1.23,MN,1712098858
396,laojunmiao,39.8333,97.7333,2.57,67,95,0.11,CN,1712098859
397,san andres,12.5847,-81.7006,30.01,66,20,4.63,CO,1712098794
398,sona,45.4388,10.8255,10.69,76,0,0.51,IT,1712098860
399,taltal,-25.4,-70.4833,18.23,86,24,1.48,CL,1712098838
400,egilsstadir,65.2653,-14.3948,-3.05,63,75,2.57,IS,1712098862
401,broome,42.2506,-75.833,6.5,94,100,7.2,US,1712098789
402,kununurra,-15.7667,128.7333,26.99,83,100,5.14,AU,1712098393
403,al mayadin,35.0209,40.4535,21.86,36,0,0.87,SY,1712098865
404,aripuana,-9.1667,-60.6333,25.39,85,99,0.61,BR,1712098867
405,aasiaat,68.7098,-52.8699,-9.56,91,87,1.93,GL,1712098304
406,ta`u,-14.2336,-169.5144,29.1,79,100,7.52,AS,1712098868
407,la gi,10.6667,107.7833,25.33,86,86,2.84,VN,1712098869
408,khovd,48.0056,91.6419,0.05,44,5,0.22,MN,1712098797
409,walvis bay,-22.9575,14.5053,15.61,88,1,2.06,NA,1712098871
410,vorgashor,67.5833,63.95,-20.05,88,84,7.63,RU,1712098749
411,weno,7.4515,151.8468,28.33,77,100,9.75,FM,1712098873
412,gereida,11.2811,25.1414,27.14,9,22,3.39,SD,1712098395
413,sao joao da barra,-21.6403,-41.0511,25.05,85,70,3.7,BR,1712098785
414,meiktila,20.8667,95.8667,26.72,51,1,3.25,MM,1712098875
415,zapolyarnyy,69.4154,30.8136,-12.4,99,70,2.04,RU,1712098797
416,olinda,-8.0089,-34.8553,29.85,79,40,3.09,BR,1712098782
417,oamaru,-45.0784,170.9801,14.1,80,95,4.97,NZ,1712098894
418,tuapse,44.1125,39.0742,14.48,51,95,2.38,RU,1712098894
419,bardai,11.65,7.2333,28.31,15,32,2.89,NG,1712098895
420,san rafael,-34.6177,-68.3301,22.63,32,30,3.89,AR,1712098759
421,polyarnyy,69.1989,33.4478,-18.47,99,26,3.62,RU,1712098758
422,rongelap,11.1635,166.8941,26.7,81,100,7.8,MH,1712098369
423,grand falls-windsor,48.9332,-55.6649,0.84,87,97,2.68,CA,1712098881
424,namibe,-15.1961,12.1522,23.44,75,29,3.34,AO,1712098898
425,urmary,55.6789,47.944,7.67,90,95,5.44,RU,1712098764
426,tralee,52.2704,-9.7026,7.67,95,100,1.73,IE,1712098793
427,madalena,41.2162,-8.3345,14.06,97,58,2.08,PT,1712098900
428,auki,-8.7676,160.7034,26.86,86,100,2.31,SB,1712098901
429,tokar,18.4254,37.729,27.15,83,91,3.2,SD,1712098902
430,yinchuan,38.4681,106.2731,9.35,52,96,2.04,CN,1712098902
431,cururupu,-1.8283,-44.8683,24.88,96,98,1.23,BR,1712098903
432,kavieng,-2.5744,150.7967,28.91,76,100,4.81,PG,1712098752
433,vallenar,-28.5708,-70.7581,19.22,56,0,1.78,CL,1712098809
434,brookings,44.3114,-96.7984,10.0,51,75,12.86,US,1712098654
435,altay,47.8667,88.1167,0.37,69,11,2.58,CN,1712098906
436,taroudant,30.4703,-8.877,15.83,65,42,1.23,MA,1712098906
437,hunxe,51.65,6.7833,11.17,90,100,4.23,DE,1712098907
438,hirado,33.3597,129.5531,17.55,99,100,9.16,JP,1712098908
439,radomir,42.5444,22.9578,11.94,78,64,1.16,BG,1712098909
440,fandrandava,-21.5208,47.2453,16.83,99,100,2.06,MG,1712098780
441,beau vallon,-20.4189,57.6953,26.13,73,75,6.69,MU,1712098911
442,flin flon,54.7682,-101.865,7.91,39,40,1.54,CA,1712098619
443,glace bay,46.1969,-59.957,2.37,93,75,5.66,CA,1712098912
444,kaman,27.65,77.2667,24.12,18,84,2.26,IN,1712098913
445,rifle,39.5347,-107.7831,14.33,19,0,2.06,US,1712098914
446,curup,-3.4667,102.5333,21.69,98,96,1.0,ID,1712098914
447,bubaque,11.2833,-15.8333,24.72,73,26,9.23,GW,1712098338
448,keelung,25.1283,121.7419,26.86,77,52,1.86,TW,1712098916
449,lompoc,34.6391,-120.4579,22.14,61,0,5.14,US,1712098916
450,mikhaylovsk,45.1283,42.0256,11.12,71,0,4.0,RU,1712098917
451,palmer,42.1584,-72.3287,7.23,81,100,0.89,US,1712098817
452,ta'izz,13.5,44.0,19.72,67,82,2.9,YE,1712098803
453,darwin,-12.4611,130.8418,27.19,91,75,4.12,AU,1712098807
454,holualoa,19.6228,-155.9522,25.91,83,40,4.63,US,1712098753
455,manokwari,-0.8667,134.0833,26.75,80,100,0.79,ID,1712098922
456,maceio,-9.6658,-35.7353,27.69,89,20,1.54,BR,1712098445
457,kurgunta,17.2,77.35,29.72,34,5,3.09,IN,1712098923
458,dalandzadgad,43.5708,104.425,4.75,46,94,3.63,MN,1712098924
459,solnechnyy,50.7214,136.6319,-4.43,77,73,0.85,RU,1712098925
460,suez,29.9737,32.5263,19.43,63,0,5.0,EG,1712098833
461,alice,27.7523,-98.0697,31.69,25,0,6.95,US,1712098807
462,astrakhan,46.3497,48.0408,5.93,93,0,3.0,RU,1712098831
463,thinadhoo,0.5333,72.9333,28.94,71,94,1.4,MV,1712098929
464,mount isa,-20.7333,139.5,24.87,61,24,5.14,AU,1712098929
465,khamis mushait,18.3064,42.7292,15.58,77,20,4.12,SA,1712098930
466,edmundston,47.3737,-68.3251,6.13,39,0,3.09,CA,1712098931
467,languyan,5.2618,120.0807,26.21,82,14,0.69,PH,1712098931
468,chiang mai,18.75,99.0,24.04,66,3,1.03,TH,1712098808
469,belle fourche,44.6714,-103.8522,15.6,34,50,6.58,US,1712098933
470,jeddah,21.5169,39.2192,27.92,57,0,1.54,SA,1712098815
471,mugia,43.1041,-9.2179,14.39,90,25,9.26,ES,1712098395
472,savanna-la-mar,18.219,-78.1332,27.97,81,100,2.08,JM,1712098935
473,tutong,4.8,114.65,26.05,92,11,1.95,BN,1712098936
474,vilyuysk,63.7553,121.6247,-13.7,100,98,2.18,RU,1712098779
475,hakui,36.8833,136.7833,10.74,68,100,1.71,JP,1712098937
476,vikulovo,56.8167,70.6107,0.66,92,98,6.05,RU,1712098938
477,noosa heads,-26.3833,153.15,26.73,73,2,2.29,AU,1712098931
478,kramfors,62.9316,17.7765,-5.12,63,94,6.17,SE,1712098940
479,hilo,19.7297,-155.09,25.85,79,75,6.17,US,1712098701
480,yeppoon,-23.1333,150.7333,24.88,69,6,3.77,AU,1712098941
481,tobelo,1.7284,128.0095,27.14,81,97,0.45,ID,1712098943
482,reggane,26.7158,0.1714,27.71,12,0,4.18,DZ,1712098943
483,sao geraldo do araguaia,-6.4006,-48.555,24.63,96,96,1.67,BR,1712098754
484,kapit,2.0167,112.9333,23.79,100,100,0.77,MY,1712098751
485,sant antoni de portmany,38.9807,1.3036,16.88,61,0,3.13,ES,1712098945
486,the pas,53.8251,-101.2541,8.01,42,0,2.57,CA,1712098946
487,ubari,26.5921,12.7805,24.41,13,12,3.65,LY,1712098947
488,axim,4.8699,-2.2405,27.17,86,87,0.8,GH,1712098948
489,monywa,22.1167,95.1333,28.28,38,0,2.5,MM,1712098949
490,mata-utu,-13.2816,-176.1745,29.7,77,95,7.8,WF,1712098950
491,i-n-salah,27.1935,2.4607,25.75,12,0,5.13,DZ,1712098950
492,turinskaya sloboda,57.6232,64.3858,5.49,93,100,4.27,RU,1712098951
493,puerto aysen,-45.4,-72.7,5.41,100,100,2.27,CL,1712098907
494,pudozh,61.8099,36.5345,-2.25,92,100,6.26,RU,1712098953
495,mananjary,-21.2167,48.3333,23.43,91,100,1.64,MG,1712098954
496,mahibadhoo,3.7833,72.9667,28.45,72,100,2.32,MV,1712098955
497,corner brook,48.9667,-57.9484,2.09,84,92,4.51,CA,1712098806
498,kapuskasing,49.4169,-82.4331,7.05,26,40,7.2,CA,1712098779
499,seminole,28.7086,-81.2081,29.65,59,40,4.63,US,1712098900
500,suva,-18.1416,178.4415,29.71,74,75,6.17,FJ,1712098957
501,carbonear,47.7332,-53.2148,1.9,86,64,9.59,CA,1712098958
502,aykhal,66.0,111.5,-11.4,91,100,8.02,RU,1712098959
503,kuanda,56.3161,116.0806,-11.85,93,57,0.26,RU,1712098959
504,nova sintra,14.8667,-24.7167,19.72,80,31,10.59,CV,1712098379
505,tamandare,-8.7597,-35.1047,27.93,81,61,2.46,BR,1712098961
506,colchani,-20.3,-66.9333,14.46,28,18,2.35,BO,1712098961
507,pizarro,4.9533,-77.366,25.36,92,96,4.73,CO,1712098962
508,vila franca do campo,37.7167,-25.4333,18.27,99,90,9.01,PT,1712098963
509,ukiah,39.1502,-123.2078,26.94,36,0,2.8,US,1712098668
510,midvagur,62.0511,-7.1939,1.46,51,75,3.6,FO,1712098769
511,alice springs,-23.7,133.8833,20.12,42,0,3.09,AU,1712098827
512,daru,-9.0763,143.2092,28.75,79,84,1.32,PG,1712098966
513,chamzinka,54.4019,45.7839,10.47,82,82,4.56,RU,1712098967
514,uruobo-okija,5.9002,6.8431,26.49,85,100,2.75,NG,1712098967
515,hafnarfjordur,64.0671,-21.9377,0.93,69,100,5.14,IS,1712098969
516,oyama,36.3,139.8,14.21,53,100,1.22,JP,1712098969
517,ilhabela,-23.7781,-45.3581,24.3,86,88,0.67,BR,1712098848
518,calama,-22.4667,-68.9333,23.27,15,0,8.23,CL,1712098812
519,vuktyl,63.8567,57.3094,-10.68,95,95,2.97,RU,1712098971
520,colonia,50.9333,6.95,11.6,84,75,3.09,DE,1712098936
521,parras de la fuente,25.4167,-102.1833,22.05,18,0,5.46,MX,1712098973
522,boguchany,58.3814,97.4531,-3.97,95,98,1.34,RU,1712098974
523,narvik,68.4384,17.4272,-11.33,71,14,3.05,NO,1712098697
524,kimbe,-5.5502,150.1429,28.72,79,98,0.25,PG,1712098749
525,tindouf,27.6711,-8.1474,23.25,20,0,6.69,DZ,1712098777
526,berezovyy,51.6667,135.7,0.03,65,23,0.74,RU,1712098977
527,gus'-khrustal'nyy,55.6111,40.6519,12.28,75,100,4.87,RU,1712098977
528,novodvinsk,64.4165,40.8122,-7.34,82,90,3.28,RU,1712098978
529,berezovo,63.9381,65.0419,-3.69,72,100,6.39,RU,1712098979
530,el bagre,7.5927,-74.8086,26.74,85,88,0.41,CO,1712098979
531,rumoi,43.9344,141.6428,2.99,69,22,2.88,JP,1712098981
532,cole harbour,44.6724,-63.4751,6.71,67,74,1.79,CA,1712098775
533,howrah,22.5892,88.3103,28.0,89,8,2.06,IN,1712098983
534,yeniseysk,58.4497,92.1703,-0.03,100,100,4.02,RU,1712098983
535,port alfred,-33.5906,26.891,16.21,88,71,0.89,ZA,1712098984
536,mammoth lakes,37.6485,-118.9721,14.4,20,0,2.57,US,1712098749
537,svetlyy,54.675,20.1347,6.31,87,100,11.01,RU,1712098986
538,tutoia,-2.7619,-42.2744,26.69,88,89,2.69,BR,1712098986
539,haiku-pauwela,20.9219,-156.3051,26.2,69,40,10.29,US,1712098757
540,irtyshsk,53.3333,75.4572,0.38,92,100,2.51,KZ,1712098988
541,filadelfia,39.9523,-75.1638,8.62,96,100,6.17,US,1712098862
542,berdigestyakh,62.0989,126.6992,-9.88,97,97,2.6,RU,1712098753
543,el bauga,18.262,33.9081,25.99,17,46,4.27,SD,1712098990
544,saint-denis,48.9167,2.3333,12.45,76,0,5.66,FR,1712098991
545,kismayo,-0.3582,42.5454,28.21,77,33,3.61,SO,1712098991
546,igarka,67.4667,86.5833,-4.41,96,100,7.57,RU,1712098992
547,booue,-0.0921,11.9385,24.89,90,99,0.72,GA,1712098993
548,decazeville,44.5605,2.2509,10.83,85,100,1.72,FR,1712098994
549,manaure,11.7751,-72.4445,28.67,67,100,10.43,CO,1712098765
550,nocera inferiore,40.7522,14.6401,14.13,81,58,0.84,IT,1712098995
551,bayramaly,37.6185,62.1671,12.86,31,6,0.86,TM,1712098996
552,qarqaraly,49.4058,75.4742,-0.79,89,98,2.47,KZ,1712098790
553,kemijarvi,66.7131,27.4306,-21.14,100,39,1.69,FI,1712098997
554,timbuktu,16.7735,-3.0074,33.67,13,20,4.68,ML,1712098998
555,jiangkou,25.4872,119.1986,21.38,96,29,4.58,CN,1712098999
556,tangalle,6.024,80.7911,26.05,87,97,1.59,LK,1712099000
557,fayzabad,37.1166,70.58,6.2,99,100,2.16,AF,1712099000
558,hammam-lif,36.7287,10.3416,15.01,77,20,2.06,TN,1712099001
559,ambon,-3.6954,128.1814,29.37,95,40,1.54,ID,1712099002
560,santa margherita ligure,44.3346,9.212,15.42,87,90,5.17,IT,1712099002
561,santo antonio,-6.3106,-35.4789,25.8,89,61,2.0,BR,1712098907
562,posto fiscal rolim de moura,-13.0833,-62.2667,25.55,84,69,0.49,BR,1712098803
563,hammerfest,70.6634,23.6821,-6.75,86,75,3.6,NO,1712098933
564,mawlamyine,16.4914,97.6256,25.42,76,11,2.47,MM,1712099006
565,broken hill,-31.95,141.4333,14.76,57,0,5.18,AU,1712098823
566,benito juarez,19.385,-99.165,28.33,20,40,5.14,MX,1712099008
567,kerikeri,-35.2268,173.9474,20.96,53,5,1.61,NZ,1712098748
568,casablanca,33.5928,-7.6192,16.85,72,17,2.68,MA,1712098624
569,lospalos,-8.5186,127.0025,24.78,83,99,0.28,TL,1712099010
570,coquimbo,-29.9533,-71.3436,17.33,73,0,2.19,CL,1712098797
571,siyabuswa,-25.1132,29.0445,21.56,48,22,1.71,ZA,1712099011
572,pangody,65.85,74.4859,0.15,98,100,8.69,RU,1712099012
573,argo,37.6333,22.7333,17.1,67,100,2.27,GR,1712098780
574,santa maria,-29.6842,-53.8069,19.61,94,40,2.06,BR,1712098809
575,itoman,26.1247,127.6694,25.22,94,75,6.17,JP,1712099014
576,nizhneangarsk,55.7833,109.55,-15.0,88,17,1.79,RU,1712099014
577,wewak,-3.5534,143.6268,27.11,84,100,0.6,PG,1712099015
578,nelson bay,-32.7167,152.15,20.61,72,38,3.13,AU,1712099015
579,siwa oasis,29.2041,25.5195,22.11,25,0,3.59,EG,1712099016
580,kongolo,-5.3833,27.0,21.73,96,98,0.54,CD,1712098941
581,luena,-11.7833,19.9167,19.1,94,99,1.54,AO,1712099018
582,freeport,40.6576,-73.5832,7.99,90,100,9.39,US,1712098766
583,lichuan,30.3,108.85,11.78,97,49,0.55,CN,1712099020
584,sittwe,20.15,92.9,25.65,89,5,0.76,MM,1712099020
585,manismata,-2.4667,111.0333,24.23,97,43,0.64,ID,1712099021
586,bel ombre,-4.6167,55.4167,26.91,83,20,1.03,SC,1712099021
587,angaur state,6.906,134.13,27.74,83,100,9.82,PW,1712099022
588,darnah,32.767,22.6367,19.95,46,0,2.59,LY,1712099023
589,simcoe,42.8334,-80.2997,7.29,91,100,9.42,CA,1712098847
590,souillac,-20.5167,57.5167,26.21,73,75,6.69,MU,1712099024
